Id,Unvan,Ogrenim,HizmetYılı,GostergePuan,EkGostergePuan,YanOdemePuan,OzelHizmetPuan,Derece,DengeOran,DengeDerece
849,Sağlık Teknikeri,Lise,5,660,,1250,70,10-2,90,12
850,Sağlık Teknikeri,Lise,6,675,,1250,70,10-3,90,12
851,Sağlık Teknikeri,Lise,7,690,,1250,70,9-1,90,12
852,Sağlık Teknikeri,Lise,8,705,,1250,70,9-2,90,12
853,Sağlık Teknikeri,Lise,9,720,,1250,70,9-3,90,12
854,Sağlık Teknikeri,Lise,10,740,,1250,70,8-1,90,12
855,Sağlık Teknikeri,Lise,11,760,,1250,70,8-2,90,12
856,Sağlık Teknikeri,Lise,12,785,,1250,70,8-3,90,12
857,Sağlık Teknikeri,Lise,13,810,,1250,70,7-1,90,12
858,Sağlık Teknikeri,Lise,14,835,,1250,70,7-2,90,12
859,Sağlık Teknikeri,Lise,15,865,,1250,70,7-3,90,12
860,Sağlık Teknikeri,Lise,16,895,,1250,70,6-1,95,7
861,Sağlık Teknikeri,Lise,17,915,,1250,70,6-2,95,7
862,Sağlık Teknikeri,Lise,18,950,,1250,70,6-3,95,7
863,Sağlık Teknikeri,Lise,19,985,,1250,70,5-1,95,7
864,Sağlık Teknikeri,Lise,20,1020,,1250,70,5-2,95,7
865,Sağlık Teknikeri,Lise,21,1065,,1250,70,5-3,95,7
866,Sağlık Teknikeri,Lise,22,1110,1250,1250,72,4-1,95,7
867,Sağlık Teknikeri,Lise,23,1155,1250,1250,72,4-2,95,7
868,Sağlık Teknikeri,Lise,24,1210,1250,1250,72,4-3,95,7
869,Sağlık Teknikeri,Lise,25,1265,1400,1250,72,3-1,105,4
870,Sağlık Teknikeri,Lise,26,1320,1400,1250,72,3-2,105,4
871,Sağlık Teknikeri,Lise,27,1380,1400,1250,72,3-3,105,4
872,Sağlık Teknikeri,Lise,28,1440,1700,1250,72,2-1,105,4
873,Sağlık Teknikeri,Lise,29,1500,1700,1250,72,2-2,105,4
874,Sağlık Teknikeri,Lise,30,1500,1700,1250,72,2-3,105,4
875,Sağlık Teknikeri,Lise,31,1500,2200,1250,72,1-1,105,4
876,Sağlık Teknikeri,Lise,32,1500,2200,1250,72,1-2,105,4
877,Sağlık Teknikeri,Lise,33,1500,2200,1250,72,1-3,105,4
878,Sağlık Teknikeri,Lise,34,1500,2200,1250,72,1-4,105,4
879,Mühendis,Lisans,0,660,1450,2200,152,8-1,130,8
880,Mühendis,Lisans,1,660,1450,2200,152,8-2,130,8
881,Mühendis,Lisans,2,660,1450,2200,152,8-3,130,8
813,Tekniker,Ön Lisans,0,600,,1625,93,10-2,85,10
814,Tekniker,Ön Lisans,1,610,,1625,93,10-3,85,10
815,Tekniker,Ön Lisans,2,620,,1625,93,9-1,85,10
816,Tekniker,Ön Lisans,3,630,,1625,93,9-2,85,10
