Id,Unvan,Ogrenim,HizmetYýlý,GostergePuan,EkGostergePuan,YanOdemePuan,OzelHizmetPuan,Derece,DengeOran,DengeDerece
1,Hemþire,Lisans,0,660,1400,1700,94,8-1,90,8
2,Hemþire,Lisans,1,675,1400,1700,94,8-2,90,8
3,Hemþire,Lisans,2,690,1400,1700,94,8-3,90,8
4,Hemþire,Lisans,3,705,1500,1700,94,7-1,90,8
5,Hemþire,Lisans,4,720,1500,1700,94,7-2,90,8
6,Hemþire,Lisans,5,740,1500,1700,94,7-3,90,8
7,Hemþire,Lisans,6,760,1700,1700,94,6-1,95,7
8,Hemþire,Lisans,7,785,1700,1700,94,6-2,95,7
9,Hemþire,Lisans,8,810,1700,1700,94,6-3,95,7
10,Hemþire,Lisans,9,835,1800,1700,94,5-1,95,7
11,Hemþire,Lisans,10,865,1800,1700,94,5-2,95,7
12,Hemþire,Lisans,11,895,1800,1700,94,5-3,95,7
13,Hemþire,Lisans,12,915,2100,1700,97,4-1,95,7
14,Hemþire,Lisans,13,950,2100,1700,97,4-2,95,7
15,Hemþire,Lisans,14,985,2100,1700,97,4-3,95,7
16,Hemþire,Lisans,15,1020,2200,1700,97,3-1,105,4
17,Hemþire,Lisans,16,1065,2200,1700,97,3-2,105,4
18,Hemþire,Lisans,17,1110,2200,1700,97,3-3,105,4
19,Hemþire,Lisans,18,1155,3000,1700,97,2-1,105,4
20,Hemþire,Lisans,19,1210,3000,1700,97,2-2,105,4
21,Hemþire,Lisans,20,1265,3000,1700,97,2-3,105,4
22,Hemþire,Lisans,21,1320,3600,1700,97,1-1,115,2
23,Hemþire,Lisans,22,1380,3600,1700,97,1-2,115,2
24,Hemþire,Lisans,23,1440,3600,1700,97,1-3,115,2
25,Hemþire,Lisans,24,1500,3600,1700,97,1-4,115,2
26,Hemþire,Lisans,25,1500,3600,1700,97,1-4,115,2
27,Hemþire,Lisans,26,1500,3600,1700,97,1-4,115,2
28,Hemþire,Lisans,27,1500,3600,1700,97,1-4,115,2
29,Hemþire,Lisans,28,1500,3600,1700,97,1-4,115,2
30,Hemþire,Lisans,29,1500,3600,1700,97,1-4,115,2
31,Hemþire,Lisans,30,1500,3600,1700,97,1-4,115,2
32,Hemþire,Ön Lisans,0,600,,1700,88,10-2,90,10
33,Hemþire,Ön Lisans,1,610,,1700,88,10-3,90,10
34,Hemþire,Ön Lisans,2,620,,1700,88,9-1,90,10
35,Hemþire,Ön Lisans,3,630,,1700,88,9-2,90,10
36,Hemþire,Ön Lisans,4,645,,1700,88,9-3,90,10
37,Hemþire,Ön Lisans,5,660,1400,1700,88,8-1,90,10
38,Hemþire,Ön Lisans,6,675,1400,1700,88,8-2,90,10
39,Hemþire,Ön Lisans,7,690,1400,1700,88,8-3,90,10
40,Hemþire,Ön Lisans,8,705,1500,1700,88,7-1,95,7
41,Hemþire,Ön Lisans,9,720,1500,1700,88,7-2,95,7
42,Hemþire,Ön Lisans,10,740,1500,1700,88,7-3,95,7
43,Hemþire,Ön Lisans,11,760,1700,1700,88,6-1,95,7
44,Hemþire,Ön Lisans,12,785,1700,1700,88,6-2,95,7
45,Hemþire,Ön Lisans,13,810,1700,1700,88,6-3,95,7
46,Hemþire,Ön Lisans,14,835,1800,1700,88,5-1,95,7
47,Hemþire,Ön Lisans,15,865,1800,1700,88,5-2,95,7
48,Hemþire,Ön Lisans,16,895,1800,1700,88,5-3,95,7
49,Hemþire,Ön Lisans,17,915,2100,1700,90,4-1,105,4
50,Hemþire,Ön Lisans,18,950,2100,1700,90,4-2,105,4
51,Hemþire,Ön Lisans,19,985,2100,1700,90,4-3,105,4
52,Hemþire,Ön Lisans,20,1020,2200,1700,90,3-1,105,4
53,Hemþire,Ön Lisans,21,1065,2200,1700,90,3-2,105,4
54,Hemþire,Ön Lisans,22,1110,2200,1700,90,3-3,105,4
55,Hemþire,Ön Lisans,23,1155,3000,1700,90,2-1,115,2
56,Hemþire,Ön Lisans,24,1210,3000,1700,90,2-2,115,2
57,Hemþire,Ön Lisans,25,1265,3000,1700,90,2-3,115,2
58,Hemþire,Ön Lisans,26,1320,3600,1700,90,1-1,115,2
59,Hemþire,Ön Lisans,27,1380,3600,1700,90,1-2,115,2
60,Hemþire,Ön Lisans,28,1440,3600,1700,90,1-3,115,2
61,Hemþire,Ön Lisans,29,1500,3600,1700,90,1-4,115,2
62,Hemþire,Ön Lisans,30,1500,3600,1700,90,1-4,115,2
63,Hemþire,Lise,0,600,,1250,70,12-3,90,12
64,Hemþire,Lise,1,610,,1250,70,11-1,90,12
65,Hemþire,Lise,2,620,,1250,70,11-2,90,12
66,Hemþire,Lise,3,630,,1250,70,11-3,90,12
67,Hemþire,Lise,4,645,,1250,70,10-1,90,12
68,Hemþire,Lise,5,660,,1250,70,10-2,90,12
69,Hemþire,Lise,6,675,,1250,70,10-3,90,12
70,Hemþire,Lise,7,690,,1250,70,9-1,90,12
71,Hemþire,Lise,8,705,,1250,70,9-2,90,12
72,Hemþire,Lise,9,720,,1250,70,9-3,90,12
73,Hemþire,Lise,10,740,,1250,70,8-1,90,12
74,Hemþire,Lise,11,760,,1250,70,8-2,90,12
75,Hemþire,Lise,12,785,,1250,70,8-3,90,12
76,Hemþire,Lise,13,810,,1250,70,7-1,95,12
77,Hemþire,Lise,14,835,,1250,70,7-2,95,12
78,Hemþire,Lise,15,865,,1250,70,7-3,95,12
79,Hemþire,Lise,16,895,,1250,70,6-1,95,7
80,Hemþire,Lise,17,915,,1250,70,6-2,95,7
81,Hemþire,Lise,18,950,,1250,70,6-3,95,7
82,Hemþire,Lise,19,985,,1250,70,5-1,95,7
83,Hemþire,Lise,20,1020,,1250,70,5-2,95,7
84,Hemþire,Lise,21,1065,,1250,70,5-3,95,7
85,Hemþire,Lise,22,1110,1250,1250,72,4-1,95,7
86,Hemþire,Lise,23,1155,1250,1250,72,4-2,95,7
87,Hemþire,Lise,24,1210,1250,1250,72,4-3,95,7
88,Hemþire,Lise,25,1265,1400,1250,72,3-1,105,4
89,Hemþire,Lise,26,1320,1400,1250,72,3-2,105,4
90,Hemþire,Lise,27,1380,1400,1250,72,3-3,105,4
91,Hemþire,Lise,28,1440,1700,1250,72,2-1,105,4
92,Hemþire,Lise,29,1500,1700,1250,72,2-2,105,4
93,Hemþire,Lise,30,1500,1700,1250,72,2-3,105,4
94,Hemþire,Lise,31,1500,2200,1250,72,1-1,105,4
95,Hemþire,Lise,32,1500,2200,1250,72,1-2,105,4
96,Hemþire,Lise,33,1500,2200,1250,72,1-3,105,4
97,Hemþire,Lise,34,1500,2200,1250,72,1-4,105,4
98,Diðer Saðlýk Personeli,Lisans,0,660,1400,1700,94,8-1,90,8
99,Diðer Saðlýk Personeli,Lisans,1,675,1400,1700,94,8-2,90,8
100,Diðer Saðlýk Personeli,Lisans,2,690,1400,1700,94,8-3,90,8
101,Diðer Saðlýk Personeli,Lisans,3,705,1500,1700,94,7-1,90,8
102,Diðer Saðlýk Personeli,Lisans,4,720,1500,1700,94,7-2,90,8
103,Diðer Saðlýk Personeli,Lisans,5,740,1500,1700,94,7-3,90,8
104,Diðer Saðlýk Personeli,Lisans,6,760,1700,1700,94,6-1,95,7
105,Diðer Saðlýk Personeli,Lisans,7,785,1700,1700,94,6-2,95,7
106,Diðer Saðlýk Personeli,Lisans,8,810,1700,1700,94,6-3,95,7
107,Diðer Saðlýk Personeli,Lisans,9,835,1800,1700,94,5-1,95,7
108,Diðer Saðlýk Personeli,Lisans,10,865,1800,1700,94,5-2,95,7
109,Diðer Saðlýk Personeli,Lisans,11,895,1800,1700,94,5-3,95,7
110,Diðer Saðlýk Personeli,Lisans,12,915,2100,1700,97,4-1,95,7
111,Diðer Saðlýk Personeli,Lisans,13,950,2100,1700,97,4-2,95,7
112,Diðer Saðlýk Personeli,Lisans,14,985,2100,1700,97,4-3,95,7
113,Diðer Saðlýk Personeli,Lisans,15,1020,2200,1700,97,3-1,105,4
114,Diðer Saðlýk Personeli,Lisans,16,1065,2200,1700,97,3-2,105,4
115,Diðer Saðlýk Personeli,Lisans,17,1110,2200,1700,97,3-3,105,4
116,Diðer Saðlýk Personeli,Lisans,18,1155,3000,1700,97,2-1,105,4
117,Diðer Saðlýk Personeli,Lisans,19,1210,3000,1700,97,2-2,105,4
118,Diðer Saðlýk Personeli,Lisans,20,1265,3000,1700,97,2-3,105,4
119,Diðer Saðlýk Personeli,Lisans,21,1320,3600,1700,97,1-1,115,2
120,Diðer Saðlýk Personeli,Lisans,22,1380,3600,1700,97,1-2,115,2
121,Diðer Saðlýk Personeli,Lisans,23,1440,3600,1700,97,1-3,115,2
122,Diðer Saðlýk Personeli,Lisans,24,1500,3600,1700,97,1-4,115,2
123,Diðer Saðlýk Personeli,Lisans,25,1500,3600,1700,97,1-4,115,2
124,Diðer Saðlýk Personeli,Lisans,26,1500,3600,1700,97,1-4,115,2
125,Diðer Saðlýk Personeli,Lisans,27,1500,3600,1700,97,1-4,115,2
126,Diðer Saðlýk Personeli,Lisans,28,1500,3600,1700,97,1-4,115,2
127,Diðer Saðlýk Personeli,Lisans,29,1500,3600,1700,97,1-4,115,2
128,Diðer Saðlýk Personeli,Lisans,30,1500,3600,1700,97,1-4,115,2
129,Diðer Saðlýk Personeli,Ön Lisans,0,600,,1700,88,10-2,90,10
130,Diðer Saðlýk Personeli,Ön Lisans,1,610,,1700,88,10-3,90,10
131,Diðer Saðlýk Personeli,Ön Lisans,2,620,,1700,88,9-1,90,10
132,Diðer Saðlýk Personeli,Ön Lisans,3,630,,1700,88,9-2,90,10
133,Diðer Saðlýk Personeli,Ön Lisans,4,645,,1700,88,9-3,90,10
134,Diðer Saðlýk Personeli,Ön Lisans,5,660,1400,1700,88,8-1,90,10
135,Diðer Saðlýk Personeli,Ön Lisans,6,675,1400,1700,88,8-2,90,10
136,Diðer Saðlýk Personeli,Ön Lisans,7,690,1400,1700,88,8-3,90,10
137,Diðer Saðlýk Personeli,Ön Lisans,8,705,1500,1700,88,7-1,95,7
138,Diðer Saðlýk Personeli,Ön Lisans,9,720,1500,1700,88,7-2,95,7
139,Diðer Saðlýk Personeli,Ön Lisans,10,740,1500,1700,88,7-3,95,7
140,Diðer Saðlýk Personeli,Ön Lisans,11,760,1700,1700,88,6-1,95,7
141,Diðer Saðlýk Personeli,Ön Lisans,12,785,1700,1700,88,6-2,95,7
142,Diðer Saðlýk Personeli,Ön Lisans,13,810,1700,1700,88,6-3,95,7
143,Diðer Saðlýk Personeli,Ön Lisans,14,835,1800,1700,88,5-1,95,7
144,Diðer Saðlýk Personeli,Ön Lisans,15,865,1800,1700,88,5-2,95,7
145,Diðer Saðlýk Personeli,Ön Lisans,16,895,1800,1700,88,5-3,95,7
146,Diðer Saðlýk Personeli,Ön Lisans,17,915,2100,1700,90,4-1,105,4
147,Diðer Saðlýk Personeli,Ön Lisans,18,950,2100,1700,90,4-2,105,4
148,Diðer Saðlýk Personeli,Ön Lisans,19,985,2100,1700,90,4-3,105,4
149,Diðer Saðlýk Personeli,Ön Lisans,20,1020,2200,1700,90,3-1,105,4
150,Diðer Saðlýk Personeli,Ön Lisans,21,1065,2200,1700,90,3-2,105,4
151,Diðer Saðlýk Personeli,Ön Lisans,22,1110,2200,1700,90,3-3,105,4
152,Diðer Saðlýk Personeli,Ön Lisans,23,1155,3000,1700,90,2-1,115,2
153,Diðer Saðlýk Personeli,Ön Lisans,24,1210,3000,1700,90,2-2,115,2
154,Diðer Saðlýk Personeli,Ön Lisans,25,1265,3000,1700,90,2-3,115,2
155,Diðer Saðlýk Personeli,Ön Lisans,26,1320,3600,1700,90,1-1,115,2
156,Diðer Saðlýk Personeli,Ön Lisans,27,1380,3600,1700,90,1-2,115,2
157,Diðer Saðlýk Personeli,Ön Lisans,28,1440,3600,1700,90,1-3,115,2
158,Diðer Saðlýk Personeli,Ön Lisans,29,1500,3600,1700,90,1-4,115,2
159,Diðer Saðlýk Personeli,Ön Lisans,30,1500,3600,1700,90,1-4,115,2
160,Diðer Saðlýk Personeli,Lise,0,600,,1250,70,12-3,90,12
161,Diðer Saðlýk Personeli,Lise,1,610,,1250,70,11-1,90,12
162,Diðer Saðlýk Personeli,Lise,2,620,,1250,70,11-2,90,12
163,Diðer Saðlýk Personeli,Lise,3,630,,1250,70,11-3,90,12
164,Diðer Saðlýk Personeli,Lise,4,645,,1250,70,10-1,90,12
165,Diðer Saðlýk Personeli,Lise,5,660,,1250,70,10-2,90,12
166,Diðer Saðlýk Personeli,Lise,6,675,,1250,70,10-3,90,12
167,Diðer Saðlýk Personeli,Lise,7,690,,1250,70,9-1,90,12
168,Diðer Saðlýk Personeli,Lise,8,705,,1250,70,9-2,90,12
169,Diðer Saðlýk Personeli,Lise,9,720,,1250,70,9-3,90,12
170,Diðer Saðlýk Personeli,Lise,10,740,,1250,70,8-1,90,12
171,Diðer Saðlýk Personeli,Lise,11,760,,1250,70,8-2,90,12
172,Diðer Saðlýk Personeli,Lise,12,785,,1250,70,8-3,90,12
173,Diðer Saðlýk Personeli,Lise,13,810,,1250,70,7-1,90,12
174,Diðer Saðlýk Personeli,Lise,14,835,,1250,70,7-2,90,12
175,Diðer Saðlýk Personeli,Lise,15,865,,1250,70,7-3,90,12
176,Diðer Saðlýk Personeli,Lise,16,895,,1250,70,6-1,95,7
177,Diðer Saðlýk Personeli,Lise,17,915,,1250,70,6-2,95,7
178,Diðer Saðlýk Personeli,Lise,18,950,,1250,70,6-3,95,7
179,Diðer Saðlýk Personeli,Lise,19,985,,1250,70,5-1,95,7
180,Diðer Saðlýk Personeli,Lise,20,1020,,1250,70,5-2,95,7
181,Diðer Saðlýk Personeli,Lise,21,1065,,1250,70,5-3,95,7
182,Diðer Saðlýk Personeli,Lise,22,1110,1250,1250,72,4-1,95,7
183,Diðer Saðlýk Personeli,Lise,23,1155,1250,1250,72,4-2,95,7
184,Diðer Saðlýk Personeli,Lise,24,1210,1250,1250,72,4-3,95,7
185,Diðer Saðlýk Personeli,Lise,25,1265,1400,1250,72,3-1,105,4
186,Diðer Saðlýk Personeli,Lise,26,1320,1400,1250,72,3-2,105,4
187,Diðer Saðlýk Personeli,Lise,27,1380,1400,1250,72,3-3,105,4
188,Diðer Saðlýk Personeli,Lise,28,1440,1700,1250,72,2-1,105,4
189,Diðer Saðlýk Personeli,Lise,29,1500,1700,1250,72,2-2,105,4
190,Diðer Saðlýk Personeli,Lise,30,1500,1700,1250,72,2-3,105,4
191,Diðer Saðlýk Personeli,Lise,31,1500,2200,1250,72,1-1,105,4
192,Diðer Saðlýk Personeli,Lise,32,1500,2200,1250,72,1-2,105,4
193,Diðer Saðlýk Personeli,Lise,33,1500,2200,1250,72,1-3,105,4
194,Diðer Saðlýk Personeli,Lise,34,1500,2200,1250,72,1-4,105,4
195,Ebe,Lisans,0,660,1400,1700,94,8-1,90,8
196,Ebe,Lisans,1,675,1400,1700,94,8-2,90,8
197,Ebe,Lisans,2,690,1400,1700,94,8-3,90,8
198,Ebe,Lisans,3,705,1500,1700,94,7-1,90,8
199,Ebe,Lisans,4,720,1500,1700,94,7-2,90,8
200,Ebe,Lisans,5,740,1500,1700,94,7-3,90,8
201,Ebe,Lisans,6,760,1700,1700,94,6-1,95,7
202,Ebe,Lisans,7,785,1700,1700,94,6-2,95,7
203,Ebe,Lisans,8,810,1700,1700,94,6-3,95,7
204,Ebe,Lisans,9,835,1800,1700,94,5-1,95,7
205,Ebe,Lisans,10,865,1800,1700,94,5-2,95,7
206,Ebe,Lisans,11,895,1800,1700,94,5-3,95,7
207,Ebe,Lisans,12,915,2100,1700,97,4-1,95,7
208,Ebe,Lisans,13,950,2100,1700,97,4-2,95,7
209,Ebe,Lisans,14,985,2100,1700,97,4-3,95,7
210,Ebe,Lisans,15,1020,2200,1700,97,3-1,105,4
211,Ebe,Lisans,16,1065,2200,1700,97,3-2,105,4
212,Ebe,Lisans,17,1110,2200,1700,97,3-3,105,4
213,Ebe,Lisans,18,1155,3000,1700,97,2-1,105,4
214,Ebe,Lisans,19,1210,3000,1700,97,2-2,105,4
215,Ebe,Lisans,20,1265,3000,1700,97,2-3,105,4
216,Ebe,Lisans,21,1320,3600,1700,97,1-1,115,2
217,Ebe,Lisans,22,1380,3600,1700,97,1-2,115,2
218,Ebe,Lisans,23,1440,3600,1700,97,1-3,115,2
219,Ebe,Lisans,24,1500,3600,1700,97,1-4,115,2
220,Ebe,Lisans,25,1500,3600,1700,97,1-4,115,2
221,Ebe,Lisans,26,1500,3600,1700,97,1-4,115,2
222,Ebe,Lisans,27,1500,3600,1700,97,1-4,115,2
223,Ebe,Lisans,28,1500,3600,1700,97,1-4,115,2
224,Ebe,Lisans,29,1500,3600,1700,97,1-4,115,2
225,Ebe,Lisans,30,1500,3600,1700,97,1-4,115,2
226,Ebe,Ön Lisans,0,600,,1700,88,10-2,90,10
227,Ebe,Ön Lisans,1,610,,1700,88,10-3,90,10
228,Ebe,Ön Lisans,2,620,,1700,88,9-1,90,10
229,Ebe,Ön Lisans,3,630,,1700,88,9-2,90,10
230,Ebe,Ön Lisans,4,645,,1700,88,9-3,90,10
231,Ebe,Ön Lisans,5,660,1400,1700,88,8-1,90,10
232,Ebe,Ön Lisans,6,675,1400,1700,88,8-2,90,10
233,Ebe,Ön Lisans,7,690,1400,1700,88,8-3,90,10
234,Ebe,Ön Lisans,8,705,1500,1700,88,7-1,95,7
235,Ebe,Ön Lisans,9,720,1500,1700,88,7-2,95,7
236,Ebe,Ön Lisans,10,740,1500,1700,88,7-3,95,7
237,Ebe,Ön Lisans,11,760,1700,1700,88,6-1,95,7
238,Ebe,Ön Lisans,12,785,1700,1700,88,6-2,95,7
239,Ebe,Ön Lisans,13,810,1700,1700,88,6-3,95,7
240,Ebe,Ön Lisans,14,835,1800,1700,88,5-1,95,7
241,Ebe,Ön Lisans,15,865,1800,1700,88,5-2,95,7
242,Ebe,Ön Lisans,16,895,1800,1700,88,5-3,95,7
243,Ebe,Ön Lisans,17,915,2100,1700,90,4-1,105,4
244,Ebe,Ön Lisans,18,950,2100,1700,90,4-2,105,4
245,Ebe,Ön Lisans,19,985,2100,1700,90,4-3,105,4
246,Ebe,Ön Lisans,20,1020,2200,1700,90,3-1,105,4
247,Ebe,Ön Lisans,21,1065,2200,1700,90,3-2,105,4
248,Ebe,Ön Lisans,22,1110,2200,1700,90,3-3,105,4
249,Ebe,Ön Lisans,23,1155,3000,1700,90,2-1,115,2
250,Ebe,Ön Lisans,24,1210,3000,1700,90,2-2,115,2
251,Ebe,Ön Lisans,25,1265,3000,1700,90,2-3,115,2
252,Ebe,Ön Lisans,26,1320,3600,1700,90,1-1,115,2
253,Ebe,Ön Lisans,27,1380,3600,1700,90,1-2,115,2
254,Ebe,Ön Lisans,28,1440,3600,1700,90,1-3,115,2
255,Ebe,Ön Lisans,29,1500,3600,1700,90,1-4,115,2
256,Ebe,Ön Lisans,30,1500,3600,1700,90,1-4,115,2
257,Ebe,Lise,0,600,,1250,70,12-3,90,12
258,Ebe,Lise,1,610,,1250,70,11-1,90,12
259,Ebe,Lise,2,620,,1250,70,11-2,90,12
260,Ebe,Lise,3,630,,1250,70,11-3,90,12
261,Ebe,Lise,4,645,,1250,70,10-1,90,12
262,Ebe,Lise,5,660,,1250,70,10-2,90,12
263,Ebe,Lise,6,675,,1250,70,10-3,90,12
264,Ebe,Lise,7,690,,1250,70,9-1,90,12
265,Ebe,Lise,8,705,,1250,70,9-2,90,12
266,Ebe,Lise,9,720,,1250,70,9-3,90,12
267,Ebe,Lise,10,740,,1250,70,8-1,90,12
268,Ebe,Lise,11,760,,1250,70,8-2,90,12
269,Ebe,Lise,12,785,,1250,70,8-3,90,12
270,Ebe,Lise,13,810,,1250,70,7-1,90,12
271,Ebe,Lise,14,835,,1250,70,7-2,90,12
272,Ebe,Lise,15,865,,1250,70,7-3,90,12
273,Ebe,Lise,16,895,,1250,70,6-1,95,7
274,Ebe,Lise,17,915,,1250,70,6-2,95,7
275,Ebe,Lise,18,950,,1250,70,6-3,95,7
276,Ebe,Lise,19,985,,1250,70,5-1,95,7
277,Ebe,Lise,20,1020,,1250,70,5-2,95,7
278,Ebe,Lise,21,1065,,1250,70,5-3,95,7
279,Ebe,Lise,22,1110,1250,1250,72,4-1,95,7
280,Ebe,Lise,23,1155,1250,1250,72,4-2,95,7
281,Ebe,Lise,24,1210,1250,1250,72,4-3,95,7
282,Ebe,Lise,25,1265,1400,1250,72,3-1,105,4
283,Ebe,Lise,26,1320,1400,1250,72,3-2,105,4
284,Ebe,Lise,27,1380,1400,1250,72,3-3,105,4
285,Ebe,Lise,28,1440,1700,1250,72,2-1,105,4
286,Ebe,Lise,29,1500,1700,1250,72,2-2,105,4
287,Ebe,Lise,30,1500,1700,1250,72,2-3,105,4
288,Ebe,Lise,31,1500,2200,1250,72,1-1,105,4
289,Ebe,Lise,32,1500,2200,1250,72,1-2,105,4
290,Ebe,Lise,33,1500,2200,1250,72,1-3,105,4
291,Ebe,Lise,34,1500,2200,1250,72,1-4,105,4
292,Laborant,Lisans,0,660,1400,1700,94,8-1,90,8
293,Laborant,Lisans,1,675,1400,1700,94,8-2,90,8
294,Laborant,Lisans,2,690,1400,1700,94,8-3,90,8
295,Laborant,Lisans,3,705,1500,1700,94,7-1,90,8
296,Laborant,Lisans,4,720,1500,1700,94,7-2,90,8
297,Laborant,Lisans,5,740,1500,1700,94,7-3,90,8
298,Laborant,Lisans,6,760,1700,1700,94,6-1,95,7
299,Laborant,Lisans,7,785,1700,1700,94,6-2,95,7
300,Laborant,Lisans,8,810,1700,1700,94,6-3,95,7
301,Laborant,Lisans,9,835,1800,1700,94,5-1,95,7
302,Laborant,Lisans,10,865,1800,1700,94,5-2,95,7
303,Laborant,Lisans,11,895,1800,1700,94,5-3,95,7
304,Laborant,Lisans,12,915,2100,1700,97,4-1,95,7
305,Laborant,Lisans,13,950,2100,1700,97,4-2,95,7
306,Laborant,Lisans,14,985,2100,1700,97,4-3,95,7
307,Laborant,Lisans,15,1020,2200,1700,97,3-1,105,4
308,Laborant,Lisans,16,1065,2200,1700,97,3-2,105,4
309,Laborant,Lisans,17,1110,2200,1700,97,3-3,105,4
310,Laborant,Lisans,18,1155,3000,1700,97,2-1,105,4
311,Laborant,Lisans,19,1210,3000,1700,97,2-2,105,4
312,Laborant,Lisans,20,1265,3000,1700,97,2-3,105,4
313,Laborant,Lisans,21,1320,3600,1700,97,1-1,115,2
314,Laborant,Lisans,22,1380,3600,1700,97,1-2,115,2
315,Laborant,Lisans,23,1440,3600,1700,97,1-3,115,2
316,Laborant,Lisans,24,1500,3600,1700,97,1-4,115,2
317,Laborant,Lisans,25,1500,3600,1700,97,1-4,115,2
318,Laborant,Lisans,26,1500,3600,1700,97,1-4,115,2
319,Laborant,Lisans,27,1500,3600,1700,97,1-4,115,2
320,Laborant,Lisans,28,1500,3600,1700,97,1-4,115,2
321,Laborant,Lisans,29,1500,3600,1700,97,1-4,115,2
322,Laborant,Lisans,30,1500,3600,1700,97,1-4,115,2
323,Laborant,Ön Lisans,0,600,,1700,88,10-2,90,10
324,Laborant,Ön Lisans,1,610,,1700,88,10-3,90,10
325,Laborant,Ön Lisans,2,620,,1700,88,9-1,90,10
326,Laborant,Ön Lisans,3,630,,1700,88,9-2,90,10
327,Laborant,Ön Lisans,4,645,,1700,88,9-3,90,10
328,Laborant,Ön Lisans,5,660,1400,1700,88,8-1,90,10
329,Laborant,Ön Lisans,6,675,1400,1700,88,8-2,90,10
330,Laborant,Ön Lisans,7,690,1400,1700,88,8-3,90,10
331,Laborant,Ön Lisans,8,705,1500,1700,88,7-1,95,7
332,Laborant,Ön Lisans,9,720,1500,1700,88,7-2,95,7
333,Laborant,Ön Lisans,10,740,1500,1700,88,7-3,95,7
334,Laborant,Ön Lisans,11,760,1700,1700,88,6-1,95,7
335,Laborant,Ön Lisans,12,785,1700,1700,88,6-2,95,7
336,Laborant,Ön Lisans,13,810,1700,1700,88,6-3,95,7
337,Laborant,Ön Lisans,14,835,1800,1700,88,5-1,95,7
338,Laborant,Ön Lisans,15,865,1800,1700,88,5-2,95,7
339,Laborant,Ön Lisans,16,895,1800,1700,88,5-3,95,7
340,Laborant,Ön Lisans,17,915,2100,1700,90,4-1,105,4
341,Laborant,Ön Lisans,18,950,2100,1700,90,4-2,105,4
342,Laborant,Ön Lisans,19,985,2100,1700,90,4-3,105,4
343,Laborant,Ön Lisans,20,1020,2200,1700,90,3-1,105,4
344,Laborant,Ön Lisans,21,1065,2200,1700,90,3-2,105,4
345,Laborant,Ön Lisans,22,1110,2200,1700,90,3-3,105,4
346,Laborant,Ön Lisans,23,1155,3000,1700,90,2-1,115,2
347,Laborant,Ön Lisans,24,1210,3000,1700,90,2-2,115,2
348,Laborant,Ön Lisans,25,1265,3000,1700,90,2-3,115,2
349,Laborant,Ön Lisans,26,1320,3600,1700,90,1-1,115,2
